date,hits,words,shows,shows_with_hits,density_per_1000
2025-01-06,0,92644,22,0,0.000000
2025-01-07,0,87400,23,0,0.000000
2025-01-08,0,103506,24,0,0.000000
2025-01-09,0,94602,22,0,0.000000
2025-01-10,0,105483,24,0,0.000000
2025-01-11,0,96774,24,0,0.000000
2025-01-12,0,87844,24,0,0.000000
2025-01-13,0,95089,21,0,0.000000
2025-01-14,0,95364,20,0,0.000000
2025-01-15,0,95782,20,0,0.000000
2025-01-16,0,89364,22,0,0.000000
2025-01-17,0,91838,24,0,0.000000
2025-01-18,0,101551,24,0,0.000000
2025-01-19,0,102461,23,0,0.000000
2025-01-20,0,95238,16,0,0.000000
2025-01-21,0,98174,24,0,0.000000
2025-01-22,0,99023,24,0,0.000000
2025-01-23,0,97808,24,0,0.000000
2025-01-24,0,105230,24,0,0.000000
2025-01-25,0,104076,24,0,0.000000
2025-01-26,0,92525,23,0,0.000000
2025-01-27,0,108025,23,0,0.000000
2025-01-28,0,104860,24,0,0.000000
2025-01-29,0,95538,20,0,0.000000
2025-01-30,0,93272,20,0,0.000000
2025-01-31,0,94910,24,0,0.000000
2025-02-01,0,109302,24,0,0.000000
2025-02-02,0,94805,24,0,0.000000
2025-02-03,0,100487,22,0,0.000000
2025-02-04,0,94269,24,0,0.000000
2025-02-05,0,85883,24,0,0.000000
2025-02-06,0,82190,24,0,0.000000
2025-02-07,0,87888,24,0,0.000000
2025-02-08,0,103827,24,0,0.000000
2025-02-09,0,89699,24,0,0.000000
2025-02-10,0,98632,24,0,0.000000
2025-02-11,0,104040,24,0,0.000000
2025-02-12,0,88492,24,0,0.000000
2025-02-13,0,92875,24,0,0.000000
2025-02-14,0,97235,24,0,0.000000
2025-02-15,0,98365,24,0,0.000000
2025-02-16,0,96134,24,0,0.000000
2025-02-17,0,93371,24,0,0.000000
2025-02-18,0,100681,24,0,0.000000
2025-02-19,0,97866,24,0,0.000000
2025-02-20,0,93627,24,0,0.000000
2025-02-21,0,91738,24,0,0.000000
2025-02-22,0,102269,24,0,0.000000
2025-02-23,0,95993,23,0,0.000000
2025-02-24,0,96249,24,0,0.000000
2025-02-25,0,95343,24,0,0.000000
2025-02-26,0,89622,24,0,0.000000
2025-02-27,0,89549,24,0,0.000000
2025-02-28,0,95993,24,0,0.000000
2025-03-01,0,96915,24,0,0.000000
2025-03-02,0,105874,24,0,0.000000
2025-03-03,0,88393,24,0,0.000000
2025-03-04,0,88190,24,0,0.000000
2025-03-05,0,77810,21,0,0.000000
2025-03-06,0,84858,24,0,0.000000
2025-03-07,0,86634,24,0,0.000000
2025-03-08,0,91353,24,0,0.000000
2025-03-09,0,95945,24,0,0.000000
2025-03-10,0,87370,24,0,0.000000
2025-03-11,0,86866,24,0,0.000000
2025-03-12,0,82211,24,0,0.000000
2025-03-13,0,85980,24,0,0.000000
2025-03-14,0,96618,24,0,0.000000
2025-03-15,0,89635,24,0,0.000000
2025-03-16,0,106063,24,0,0.000000
2025-03-17,1,92210,24,1,0.010845
2025-03-18,0,98319,24,0,0.000000
2025-03-19,0,98519,24,0,0.000000
2025-03-20,0,89138,24,0,0.000000
2025-03-21,0,101531,24,0,0.000000
2025-03-22,1,98798,24,1,0.010122
2025-03-23,1,95580,24,1,0.010462
2025-03-24,0,92346,27,0,0.000000
2025-03-25,0,89414,24,0,0.000000
2025-03-26,0,86811,24,0,0.000000
2025-03-27,0,92037,24,0,0.000000
2025-03-28,0,94094,24,0,0.000000
2025-03-29,0,91434,24,0,0.000000
2025-03-30,0,86743,24,0,0.000000
2025-03-31,0,84919,26,0,0.000000
2025-04-01,0,81525,24,0,0.000000
2025-04-02,0,87329,24,0,0.000000
2025-04-03,0,89403,24,0,0.000000
2025-04-04,0,82940,24,0,0.000000
2025-04-05,0,95091,24,0,0.000000
2025-04-06,0,88296,24,0,0.000000
2025-04-07,0,91469,26,0,0.000000
2025-04-08,1,90513,24,1,0.011048
2025-04-09,0,92996,24,0,0.000000
2025-04-10,0,95281,24,0,0.000000
2025-04-11,0,83697,22,0,0.000000
2025-04-12,0,77713,24,0,0.000000
2025-04-13,0,88751,26,0,0.000000
2025-04-14,0,98192,26,0,0.000000
2025-04-15,0,87716,24,0,0.000000
2025-04-16,0,86511,24,0,0.000000
2025-04-17,0,88205,24,0,0.000000
2025-04-18,0,88996,24,0,0.000000
2025-04-19,1,100085,24,1,0.009992
2025-04-20,0,97849,26,0,0.000000
2025-04-21,0,90586,26,0,0.000000
2025-04-22,0,76429,24,0,0.000000
2025-04-23,0,88018,24,0,0.000000
2025-04-24,0,90618,24,0,0.000000
2025-04-25,0,90034,24,0,0.000000
2025-04-26,0,30714,20,0,0.000000
2025-04-27,0,12069,24,0,0.000000
2025-04-28,0,19928,24,0,0.000000
2025-04-29,0,83330,24,0,0.000000
2025-04-30,0,87886,24,0,0.000000
2025-05-01,0,90262,24,0,0.000000
2025-05-02,0,84398,24,0,0.000000
2025-05-03,0,87931,24,0,0.000000
2025-05-04,0,86945,23,0,0.000000
2025-05-05,0,84509,24,0,0.000000
2025-05-06,0,91911,24,0,0.000000
2025-05-07,0,100534,24,0,0.000000
2025-05-08,0,101625,24,0,0.000000
2025-05-09,0,97200,24,0,0.000000
2025-05-10,0,106997,24,0,0.000000
2025-05-11,0,97934,24,0,0.000000
2025-05-12,0,101195,24,0,0.000000
2025-05-13,0,95989,24,0,0.000000
2025-05-14,0,86103,24,0,0.000000
2025-05-15,0,85515,24,0,0.000000
2025-05-16,0,85938,24,0,0.000000
2025-05-17,0,62800,24,0,0.000000
2025-05-18,0,26113,24,0,0.000000
2025-05-19,0,22378,24,0,0.000000
2025-05-20,0,35152,24,0,0.000000
2025-05-21,0,58353,24,0,0.000000
2025-05-22,0,90615,24,0,0.000000
2025-05-23,0,88604,24,0,0.000000
2025-05-24,0,95259,24,0,0.000000
2025-05-25,0,88853,24,0,0.000000
2025-05-26,0,98298,24,0,0.000000
2025-05-27,0,97280,21,0,0.000000
2025-05-28,0,85649,24,0,0.000000
2025-05-29,0,92330,24,0,0.000000
2025-05-30,0,88168,24,0,0.000000
2025-05-31,0,90286,24,0,0.000000
2025-06-01,0,98487,24,0,0.000000
2025-06-02,0,92659,24,0,0.000000
2025-06-03,0,83093,24,0,0.000000
2025-06-04,0,73936,24,0,0.000000
2025-06-05,0,82528,24,0,0.000000
2025-06-06,0,87788,24,0,0.000000
2025-06-07,0,87732,26,0,0.000000
2025-06-08,0,100121,23,0,0.000000
2025-06-09,0,100477,24,0,0.000000
2025-06-10,0,108661,24,0,0.000000
2025-06-11,0,97288,24,0,0.000000
2025-06-12,0,86801,24,0,0.000000
2025-06-13,0,114748,24,0,0.000000
2025-06-14,0,114199,23,0,0.000000
2025-06-15,0,84343,22,0,0.000000
2025-06-16,0,101733,24,0,0.000000
2025-06-17,0,100697,24,0,0.000000
2025-06-18,0,106423,24,0,0.000000
2025-06-19,0,100011,24,0,0.000000
2025-06-20,0,100645,24,0,0.000000
2025-06-21,0,102742,24,0,0.000000
2025-06-22,0,112197,24,0,0.000000
2025-06-23,0,111717,24,0,0.000000
2025-06-24,0,108621,24,0,0.000000
2025-06-25,0,104576,24,0,0.000000
2025-06-26,0,97730,24,0,0.000000
2025-06-27,0,105268,24,0,0.000000
2025-06-28,0,107101,24,0,0.000000
2025-06-29,0,99764,24,0,0.000000
2025-06-30,0,104931,24,0,0.000000
2025-07-01,0,106253,24,0,0.000000
2025-07-02,0,112532,24,0,0.000000
2025-07-03,0,95662,24,0,0.000000
2025-07-04,0,107268,24,0,0.000000
2025-07-05,0,73592,17,0,0.000000
2025-07-06,0,68926,26,0,0.000000
2025-07-07,0,79584,24,0,0.000000
2025-07-08,0,73169,24,0,0.000000
2025-07-09,0,75482,24,0,0.000000
2025-07-10,0,82834,24,0,0.000000
2025-07-11,0,85762,24,0,0.000000
2025-07-12,0,91714,24,0,0.000000
2025-07-13,0,93046,23,0,0.000000
2025-07-14,0,93447,24,0,0.000000
2025-07-15,0,83092,24,0,0.000000
2025-07-16,0,88077,24,0,0.000000
2025-07-17,0,87302,24,0,0.000000
2025-07-18,0,90506,24,0,0.000000
2025-07-19,0,94720,24,0,0.000000
2025-07-20,0,92566,23,0,0.000000
2025-07-21,0,95410,24,0,0.000000
2025-07-22,0,90290,24,0,0.000000
2025-07-23,0,99357,24,0,0.000000
2025-07-24,0,89528,24,0,0.000000
2025-07-25,0,94200,24,0,0.000000
2025-07-26,0,92219,24,0,0.000000
2025-07-27,0,86931,24,0,0.000000
2025-07-28,0,97552,24,0,0.000000
2025-07-29,0,89045,24,0,0.000000
2025-07-30,0,93778,24,0,0.000000
2025-07-31,0,92538,24,0,0.000000
2025-08-01,0,86501,24,0,0.000000
2025-08-02,0,92780,24,0,0.000000
2025-08-03,0,95896,24,0,0.000000
2025-08-04,0,96486,24,0,0.000000
2025-08-05,0,100563,24,0,0.000000
2025-08-06,0,76625,24,0,0.000000
2025-08-07,0,86711,24,0,0.000000
2025-08-08,0,102327,24,0,0.000000
2025-08-09,0,105476,24,0,0.000000
2025-08-10,0,96591,24,0,0.000000
2025-08-11,0,99510,24,0,0.000000
2025-08-12,0,92166,24,0,0.000000
2025-08-13,0,87510,24,0,0.000000
2025-08-14,0,93857,24,0,0.000000
2025-08-15,0,99833,24,0,0.000000
2025-08-16,0,110628,24,0,0.000000
2025-08-17,0,100302,24,0,0.000000
2025-08-18,0,106623,24,0,0.000000
2025-08-19,0,100793,24,0,0.000000
2025-08-20,0,112516,24,0,0.000000
2025-08-21,0,106035,24,0,0.000000
2025-08-22,0,86714,24,0,0.000000
2025-08-23,0,96092,24,0,0.000000
2025-08-24,0,94620,24,0,0.000000
2025-08-25,0,98295,24,0,0.000000
2025-08-26,0,95374,24,0,0.000000
2025-08-27,0,93765,24,0,0.000000
2025-08-28,0,88666,24,0,0.000000
2025-08-29,0,93370,24,0,0.000000
2025-08-30,0,96899,24,0,0.000000
2025-08-31,0,97596,24,0,0.000000
2025-09-01,0,106320,24,0,0.000000
2025-09-02,0,89809,24,0,0.000000
2025-09-03,0,91074,24,0,0.000000
2025-09-04,0,85308,24,0,0.000000
2025-09-05,0,80805,24,0,0.000000
2025-09-06,0,84419,24,0,0.000000
2025-09-07,0,94179,24,0,0.000000
2025-09-08,0,86070,24,0,0.000000
2025-09-09,0,81910,24,0,0.000000
2025-09-10,0,86494,24,0,0.000000
2025-09-11,0,94456,24,0,0.000000
2025-09-12,0,84872,24,0,0.000000
2025-09-13,0,90854,24,0,0.000000
2025-09-14,0,91237,24,0,0.000000
2025-09-15,0,88592,24,0,0.000000
2025-09-16,0,91774,24,0,0.000000
2025-09-17,0,91466,24,0,0.000000
2025-09-18,0,95079,24,0,0.000000
2025-09-19,0,108254,24,0,0.000000
2025-09-20,0,104206,24,0,0.000000
2025-09-21,0,77701,20,0,0.000000
2025-09-22,0,92267,24,0,0.000000
2025-09-23,0,89842,24,0,0.000000
2025-09-24,0,91773,24,0,0.000000
2025-09-25,0,98993,24,0,0.000000
2025-09-26,0,94313,24,0,0.000000
2025-09-27,0,98295,24,0,0.000000
2025-09-28,0,92737,24,0,0.000000
2025-09-29,0,99613,24,0,0.000000
2025-09-30,0,93512,24,0,0.000000
2025-10-01,0,92325,24,0,0.000000
2025-10-02,0,84443,24,0,0.000000
2025-10-03,0,85296,24,0,0.000000
2025-10-04,0,100719,24,0,0.000000
2025-10-05,0,93740,24,0,0.000000
2025-10-06,0,101336,24,0,0.000000
2025-10-07,0,97514,24,0,0.000000
2025-10-08,0,91317,24,0,0.000000
2025-10-09,0,106072,24,0,0.000000
2025-10-10,0,95053,24,0,0.000000
2025-10-11,0,98383,24,0,0.000000
2025-10-12,0,103315,24,0,0.000000
2025-10-13,0,112361,24,0,0.000000
2025-10-14,0,93500,24,0,0.000000
2025-10-15,0,94016,24,0,0.000000
2025-10-16,0,91077,22,0,0.000000
2025-10-17,0,98185,24,0,0.000000
2025-10-18,0,96051,24,0,0.000000
2025-10-19,0,95937,24,0,0.000000
2025-10-20,0,79713,24,0,0.000000
2025-10-21,0,110786,24,0,0.000000
